channel_id,train_time,train_cpu,train_mem,train_epochs,eval_loss,predict_time,predict_cpu,predict_mem,test_loss,detect_time,detect_cpu,detect_mem,n_anomalies,n_detected,true_positives,false_positives,false_negatives,precision,recall,f1
S-1,38.764500856399536,49.930975452196414,699883318.9043924,13,0.17199427769001988,0.06029987335205078,38.9875,652529664.0,0.21820456,0.165022611618042,24.05625,652529664.0,1,1,1,0,0,1.0,1.0,1.0
D-1,74.02426624298096,49.939176829268355,700157668.9430902,24,0.0011190699911417647,0.06942033767700195,42.325,649101312.0,0.16990408,0.12840676307678223,27.20625,649101312.0,1,1,1,0,0,1.0,1.0,1.0
D-2,149.93993830680847,50.000041834002666,701835557.354752,35,3.743348643404766e-08,0.12840819358825684,49.443749999999994,659472384.0,1.6925077,0.15382981300354004,16.6875,659472384.0,1,3,1,1,0,0.5,1.0,0.6666666666666666
D-3,55.479716539382935,49.94889240506329,705244961.7938516,10,6.060287948154534e-05,0.18790984153747559,49.15625,664604672.0,0.5535075,0.10603880882263184,31.58125,664604672.0,1,1,1,0,0,1.0,1.0,1.0
D-4,59.97231888771057,49.9483068561873,712891189.9397988,9,8.090546503404362e-05,0.24761152267456055,49.15,669982720.0,0.5497876,0.12052273750305176,20.49375,669982720.0,1,1,1,0,0,1.0,1.0,1.0
D-5,250.2765781879425,50.007743584603105,733795532.4715306,35,1.6935051583288896e-07,0.2616543769836426,48.61666666666667,695480320.0,3.7856207,0.09923052787780762,38.525,695480320.0,1,0,0,0,1,1.0,0.0,0.0
D-6,261.1172847747803,50.011015564950085,722833395.4066107,31,0.0028421821298252326,0.32779502868652344,49.428125,695918592.0,0.016183406,0.17525577545166016,16.6375,695918592.0,1,1,1,0,0,1.0,1.0,1.0
D-7,323.51454424858093,50.0189012096773,770094050.7791549,35,6.561314025432807e-08,0.37267231941223145,48.96875,735842304.0,0.4499698,0.09649395942687988,42.0875,735842304.0,1,2,1,0,0,1.0,1.0,1.0
D-8,362.3490297794342,50.019703683190215,782718991.3132107,35,9.218152664802748e-09,0.4362461566925049,49.0375,747065344.0,0.014915408,0.14777445793151855,18.549999999999997,747065344.0,1,0,0,0,1,1.0,0.0,0.0
D-9,395.2294147014618,50.01948641442354,789616591.1142708,35,9.675252932161982e-09,0.45848822593688965,49.71,741265408.0,0.48618895,0.13362455368041992,23.58125,741265408.0,1,1,1,0,0,1.0,1.0,1.0
D-11,185.27184343338013,50.008159534127735,818839183.6706403,15,0.0008569614219595678,0.5067076683044434,49.704166666666666,680108032.0,0.02135485,0.13775396347045898,11.125,680108032.0,1,1,1,0,0,1.0,1.0,1.0
D-12,8.307565689086914,49.47259036144578,767688753.3493975,21,0.008432033471763134,0.5957605838775635,49.40208333333334,744136704.0,0.43321398,0.11851191520690918,32.925,744136704.0,1,3,1,0,0,1.0,1.0,1.0
D-13,171.73400688171387,50.002730724299106,828569214.8037384,22,3.552713678800501e-15,0.6483056545257568,49.24285714285714,780947456.0,0.9976921,0.1378166675567627,21.0875,780947456.0,1,1,1,0,0,1.0,1.0,1.0
M-6,53.65380311012268,49.95348130841119,826987743.9401864,35,1.458599811599015e-07,0.018933534622192383,41.3625,777076736.0,1795.233,0.009172677993774414,15.9625,777076736.0,1,1,1,0,0,1.0,1.0,1.0
M-1,51.70224738121033,49.933914728682154,819238499.2248067,16,0.03895379709345954,0.03937792778015137,38.6625,777125888.0,0.08521383,0.0071239471435546875,27.0875,777125888.0,1,1,0,1,1,0.0,0.0,0.0
M-2,91.64007544517517,49.97395947426068,817143816.9726174,22,0.011331490307514156,0.06033444404602051,49.8125,777265152.0,0.120154075,0.0026433467864990234,35.6125,777265152.0,1,1,1,0,0,1.0,1.0,1.0
M-3,116.44333148002625,49.98818906115422,815537071.7381563,25,0.024613042672475178,0.06400132179260254,42.5375,776671232.0,0.032537892,0.0026540756225585938,39.3,776671232.0,1,0,0,0,1,1.0,0.0,0.0
M-4,157.89865446090698,50.000960927573125,814591156.8589591,28,0.024527701859672863,0.0761880874633789,43.9,776507392.0,0.04856778,0.0016164779663085938,45.6625,776638464.0,1,0,0,0,1,1.0,0.0,0.0
M-5,152.2097110748291,49.999291364535246,790245097.89321,24,0.04964044767742356,0.10397458076477051,48.7625,756973568.0,0.039713033,0.007369041442871094,8.625,756973568.0,1,1,1,0,0,1.0,1.0,1.0
M-7,81.49670100212097,49.97118226600987,800082495.054187,15,0.00029751359834335745,0.10813760757446289,48.962500000000006,765534208.0,0.11181874,0.011089563369750977,12.3375,765534208.0,1,1,1,0,0,1.0,1.0,1.0
T-4,49.434532165527344,49.93962981744424,811698620.4949291,21,0.062230726437909265,0.019665956497192383,42.025,765788160.0,0.05860949,0.007336616516113281,15.925,765788160.0,1,2,1,1,0,0.5,1.0,0.6666666666666666
T-5,116.96657204627991,49.98755360205831,808355098.7855927,35,3.5745640453959435e-07,0.03559446334838867,41.575,765489152.0,0.026304504,0.007395744323730469,23.3375,765489152.0,1,1,1,0,0,1.0,1.0,1.0
T-12,66.28166651725769,49.95847201210285,805499524.4538577,35,0.014499022761204591,0.054827213287353516,40.05,765964288.0,0.019261118,0.009086847305297852,34.4375,765964288.0,1,0,0,0,1,1.0,0.0,0.0
T-13,39.395583152770996,49.908937659033064,804911505.2620863,17,0.0010854494757950306,0.07025814056396484,43.0125,765779968.0,0.013899505,0.005093812942504883,40.65,765779968.0,2,1,0,1,2,0.0,0.0,0.0
T-9,5.909196853637695,49.184533898305105,798110945.6271187,10,0.000655069132335484,0.04243779182434082,48.65,766025728.0,0.19676594,0.0016276836395263672,28.2875,766025728.0,2,0,0,0,2,1.0,0.0,0.0
